index,host,source,sourcetype,"_raw","_time"
it,"127.0.0.1","UDP:514","cisco:pix","Dec 06 18:00:02 pix-inside %PIX-3-106011: Deny inbound (No xlate) tcp src outside:188.252.183.248/1233 dst outside:188.252.183.248/80
","2016-12-06T18:00:02.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:02 15.248.177.141 %FWSM-6-302014: Teardown TCP connection 261929478 for acme_Corp:15.248.177.141/4281 to acme_Application:15.248.177.141/80 duration 0:00:09 bytes 1452 TCP FINs
","2016-12-06T18:00:02.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:02 47.244.212.43 %FWSM-6-302014: Teardown TCP connection 261929667 for acme_Corp:47.244.212.43/34446 to acme_Application:47.244.212.43/80 duration 0:00:00 bytes 1091 TCP FINs
","2016-12-06T18:00:02.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:02 158.188.224.179 %FWSM-6-302014: Teardown TCP connection 237918700 for acme_Outside:23.119.138.2/50332 to acme_Web:158.188.224.179/80 duration 0:00:00 bytes 882 TCP FINs
","2016-12-06T18:00:02.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:02 138.176.88.21 %FWSM-3-710003: tcp access denied by ACL from 138.176.88.21/34506 to acme_Corp:138.176.88.21/7201
","2016-12-06T18:00:02.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:02 229.10.143.175 %FWSM-6-302013: Built inbound TCP connection 237430876 for acme_Outside:112.211.107.103/51016 (229.10.143.175/51016) to acme_Web:229.10.143.175/23 (229.10.143.175/23)
","2016-12-06T18:00:02.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:02 190.9.84.169 %FWSM-6-302015: Built outbound UDP connection 219038974 for acme_Web:190.9.84.169/33255 (190.9.84.169/33255) to acme_Corp:190.9.84.169/53 (190.9.84.169/53)
","2016-12-06T18:00:02.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 2016 18:00:02 10.2.2.2,mysql-02 : %FWSM-6-302015: Built outbound UDP connection 144547828940551047 for retailnet:13.144.94.162/64133 (13.144.94.162/64133) to dmz:13.144.94.162/53 (13.144.94.162/53)
","2016-12-06T18:00:02.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:02 9.4.28.157 %FWSM-6-302013: Built inbound TCP connection 237436795 for acme_Outside:144.91.135.82/50840 (9.4.28.157/50840) to acme_Web:9.4.28.157/80 (9.4.28.157/80)
","2016-12-06T18:00:02.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:02 192.109.76.124 %FWSM-6-302014: Teardown TCP connection 237430866 for acme_Outside:226.244.114.146/41095 to acme_Web:192.109.76.124/80 duration 0:00:00 bytes 877 TCP FINs
","2016-12-06T18:00:02.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 2016 18:00:02 10.2.1.34,webserver-02 : %FWSM-6-302015: Built outbound UDP connection 144547541177758708 for retailnet:105.120.78.117/49842 (105.120.78.117/49842) to dmz:105.120.78.117/53 (105.120.78.117/53)
","2016-12-06T18:00:02.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:02 176.196.126.11 %FWSM-6-302014: Teardown TCP connection 237918743 for acme_Outside:138.185.118.116/34437 to acme_Web:176.196.126.11/80 duration 0:00:00 bytes 882 TCP FINs
","2016-12-06T18:00:02.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:02 234.228.25.66 %FWSM-6-302016: Teardown UDP connection 243696000 for acme_Web:234.228.25.66/45770 to acme_Corp:234.228.25.66/53 duration 0:00:00 bytes 238
","2016-12-06T18:00:02.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:02 10.2.6.1,splunk_sh-01 Dec 06 2016 18:00:02 10.2.6.1,splunk_sh-01 : %FWSM-6-302015: Built outbound UDP connection 145189943740650140 for inside-infoblox1:247.176.94.248/41670 (227.31.1.64/41670) to outside:136.148.245.154/53 (227.31.1.64/53) 
","2016-12-06T18:00:02.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:02 20.103.20.52 %FWSM-6-302013: Built inbound TCP connection 237912528 for acme_Outside:56.241.130.64/51393 (20.103.20.52/51393) to acme_Web:20.103.20.52/80 (20.103.20.52/80)
","2016-12-06T18:00:02.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:02 198.64.111.51 %FWSM-6-302013: Built outbound TCP connection 243691421 for acme_Web:198.64.111.51/52166 (198.64.111.51/52166) to acme_Corp:198.64.111.51/445 (198.64.111.51/445)
","2016-12-06T18:00:02.000+0000"
it,"webserver-03","/opt/apache/log/access_combined.log","access_combined","221.28.29.123 - - [06/Dec/2016 18:00:02:159064] ""GET /category.screen&uid=6ca67567-88f7-4f7c-9f53-594d3560c8d8&category=Misc&JSESSIONID=SD1SCL1FF6ADFF4 HTTP 1.1"" 401 2366 ""http://shop.acme.com/category.screen&uid=6ca67567-88f7-4f7c-9f53-594d3560c8d8&category=Misc"" ""mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_3 like Mac OS X; ja_JP) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.3;FBBV/4030.0;FBDV/iPhone2,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.3.3;FBSS/1; FBCR/??????????;FBID/phone;FBLC/ja_JP;FBSF/1.0]"" 648
","2016-12-06T18:00:02.159+0000"
it,"webserver-03","/opt/apache/log/access_combined.log","access_combined","178.51.80.92 - - [06/Dec/2016 18:00:02:360776] ""GET /oldlink?item_id=MCB-5&JSESSIONID=SD2SL10FF1ADFF5 HTTP 1.1"" 503 2289 ""http://shop.acme.com/oldlink?item_id=MCB-5"" ""mozilla/5.0 (Linux; U; Android 2.3.5; zh-cn; MI-ONE Plus Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"" 141
","2016-12-06T18:00:02.360+0000"
it,"webserver-03","/opt/apache/log/access_combined.log","access_combined","184.132.8.30 - - [06/Dec/2016 18:00:02:464293] ""GET /category.screen&uid=9e428174-3735-4b42-abc7-83e478d358fd&category=Misc&JSESSIONID=SD2SL9FF10ADFF5 HTTP 1.1"" 401 2586 ""http://shop.acme.com/category.screen&uid=9e428174-3735-4b42-abc7-83e478d358fd&category=Misc"" ""mozilla/5.0 (Linux; U; Android 2.3.6; en-us; Nexus One Build/GRK39F) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"" 426
","2016-12-06T18:00:02.464+0000"
it,"websphere-03","/opt/websphere/appserver/log/SystemOut.log","websphere_trlog","[12/06/16 18:00:02:784] 000000b1 PolicyService E com.ibm.wps.policy.services.PolicyService getPolicy Exception calling storage api: com.ibm.portal.WpsException: EJQAB0061E: An ItemNotFoundException occurred in method logExceptionGetPvsProperties.
","2016-12-06T18:00:02.784+0000"
it,"webserver-01","/var/log/custom.log",customlog,"2016-12-06 18:00:03|3|559|247|cthompson6j@wufoo.com|3538258890434020|72766|A|OK
","2016-12-06T18:00:03.000+0000"
it,localhost,mint,"mint:network","{""timestamp"": ""1481047203"",""connection"": ""4G"", ""transactions"": [], ""statusCode"": 200, ""platform"": ""android"", ""extraData"": {""jsessionid"": 9563771, ""member"": ""regular"", ""sex"": ""male"", ""color"": ""Blue""}, ""packageName"": ""com.acme.app"", ""apiKey"": ""ef1f7539"", ""requestLength"": 176, ""url"": ""/api/linkedin/com"", ""screenOrientation"": ""landscape"", ""remoteIP"": ""221.17.248.237"", ""session_id"": 15921952, ""protocol"": ""HTTPS"", ""responseLength"": 1204, ""sdkVersion"": ""4.0.7"", ""uuid"": ""5014e36cad204744aae4df682636a558"", ""locale"": ""CH"", ""userIdentifier"": ""jrusselld4"", ""failed"": ""True"", ""exception"": null, ""appVersionName"": ""4.3"", ""osVersion"": 5.0, ""appVersionCode"": 3, ""device"": ""iPhone 6"", ""latency"": 287, ""carrier"": ""Verizon"", ""state"": ""connected""}
","2016-12-06T18:00:03.000+0000"
it,"10.2.3.36","/four/splunk/var/spool/splunk/auth.nix","linux_secure","Dec 06 18:00:03 10.2.3.36 CRON[6275]: pam_unix(cron:session): session opened for user root by (uid=0)
","2016-12-06T18:00:03.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:03 253.236.120.74 %FWSM-6-302013: Built inbound TCP connection 237912507 for acme_Outside:13.230.232.169/41034 (253.236.120.74/41034) to acme_Web:253.236.120.74/443 (253.236.120.74/443)
","2016-12-06T18:00:03.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:03 84.150.181.67 %FWSM-6-302013: Built inbound TCP connection 261910099 for acme_Corp:84.150.181.67/39165 (84.150.181.67/39165) to acme_Application:84.150.181.67/80 (84.150.181.67/80)
","2016-12-06T18:00:03.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:03 203.193.167.231 %FWSM-6-302015: Built outbound UDP connection 261929557 for acme_Application:203.193.167.231/47416 (203.193.167.231/47416) to acme_Corp:203.193.167.231/53 (203.193.167.231/53)
","2016-12-06T18:00:03.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:03 184.224.202.94 %FWSM-3-710003: tcp access denied by ACL from 184.224.202.94/34505 to acme_Corp:184.224.202.94/2288
","2016-12-06T18:00:03.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:03 143.75.86.154 %FWSM-6-302016: Teardown UDP connection 261929542 for acme_Application:143.75.86.154/47416 to acme_Corp:143.75.86.154/53 duration 0:00:00 bytes 190
","2016-12-06T18:00:03.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:03 95.70.184.232 %FWSM-6-106015: Deny TCP (no connection) from 95.70.184.232/6962 to 95.70.184.232/80 flags ACK  on interface acme_Corp
","2016-12-06T18:00:03.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:03 85.202.239.23 %FWSM-6-302014: Teardown TCP connection 261929682 for acme_Corp:85.202.239.23/1251 to acme_Application:85.202.239.23/80 duration 0:00:05 bytes 1466 TCP Reset-O
","2016-12-06T18:00:03.000+0000"
it,"127.0.0.1","UDP:514","cisco:pix","Dec 06 18:00:03 pix-inside %PIX-7-710002: TCP access permitted from 207.206.244.33/48798 to outside:235.12.7.79/ssh
","2016-12-06T18:00:03.000+0000"
it,"127.0.0.1","UDP:514","cisco:pix","Dec 06 18:00:03 pix-inside %PIX-7-710005: UDP request discarded from 48.79.154.119/137 to outside:171.91.156.59/netbios-ns
","2016-12-06T18:00:03.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:03 25.108.220.164 %FWSM-3-710003: tcp access denied by ACL from 25.108.220.164/34505 to acme_Corp:25.108.220.164/83
","2016-12-06T18:00:03.000+0000"
it,"127.0.0.1","UDP:514","cisco:pix","Dec 06 18:00:03 pix-inside %PIX-6-605004: Login denied from 191.34.211.87/13269 to outside:123.189.235.148/ssh for user ""eblackfz""
","2016-12-06T18:00:03.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:03 92.226.101.210 %FWSM-6-302013: Built inbound TCP connection 237436805 for acme_Outside:68.238.227.237/33701 (92.226.101.210/33701) to acme_Web:92.226.101.210/443 (92.226.101.210/443)
","2016-12-06T18:00:03.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:03 158.218.186.237 %FWSM-3-710003: tcp access denied by ACL from 158.218.186.237/34506 to acme_Corp:158.218.186.237/4900
","2016-12-06T18:00:03.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:03 154.44.111.83 %FWSM-6-302014: Teardown TCP connection 261929485 for acme_Corp:154.44.111.83/2456 to acme_Application:154.44.111.83/80 duration 0:00:10 bytes 3546 TCP Reset-O
","2016-12-06T18:00:03.000+0000"
it,"127.0.0.1","UDP:514","cisco:fwsm","Dec 06 18:00:03 158.20.46.162 %FWSM-6-302013: Built inbound TCP connection 261929510 for acme_Corp:158.20.46.162/1057 (158.20.46.162/1057) to acme_Application:158.20.46.162/80 (158.20.46.162/80)
","2016-12-06T18:00:03.000+0000"
it,"network_span-01","stream:mysql","stream:mysql","{""timestamp"":""2016-12-06T18:00:03.326123"",""user"":""pclark7c"",""bytes"":""2858"",""src_ip"":""21.93.206.197"",""src_port"":""56363"",""dest_ip"":""10.2.2.2"",""dest_port"":""3306"",""time_taken"":""505"",""transport"":""tcp"",""query"":""SELECT * FROM customers WHERE customer_uid=7c726d4b-2060-4581-83eb-6c009ce80c38""}
","2016-12-06T18:00:03.326+0000"
it,"websphere-02","/opt/websphere/appserver/log/SystemOut.log","websphere_trlog","[12/06/16 18:00:03:330] 000000b0 PolicyService E com.ibm.wps.policy.services.PolicyService getPolicy Exception calling storage api: com.ibm.portal.WpsException: EJQAB0061E: An ItemNotFoundException occurred in method logExceptionGetPvsProperties.
","2016-12-06T18:00:03.330+0000"
it,"network_span-01","stream:mysql","stream:mysql","{""timestamp"":""2016-12-06T18:00:03.473872"",""user"":""tjonesms"",""bytes"":""3196"",""src_ip"":""74.44.60.169"",""src_port"":""56126"",""dest_ip"":""10.2.2.3"",""dest_port"":""3306"",""time_taken"":""192"",""transport"":""tcp"",""query"":""SELECT * FROM customers WHERE customer_uid=6b9de0ec-2ff6-42ae-963d-4ba749d3bdfa""}
","2016-12-06T18:00:03.473+0000"
it,"websphere-02","/opt/websphere/appserver/log/SystemOut.log","websphere_trlog","[12/06/16 18:00:03:491] 000000be Query         E com.ibm.icm.da.portable.query.Query openQueryCursor() Executing Original Query: //element(*
","2016-12-06T18:00:03.491+0000"
